STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2019,,133660,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2019,,359247,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2019,,1004910,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2019,,61073.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2019,,459918,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2019,,13598.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2019,,25369,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2019,,299179,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2019,,401872,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2019,,290601,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MKD,North Macedonia,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2019,,793.611,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SRB,Serbia,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2019,,16848.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BIH,Bosnia and Herzegovina,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2019,,1980.61,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BIH,Bosnia and Herzegovina,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2019,,6574.09,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2019,,2507.36,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2019,,7036.46,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2019,,2541.79,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2019,,3190.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2019,,145938,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2019,,9637.09,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2019,,272190,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2019,,170217,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2019,,29779.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2019,,12507.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2019,,42704.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2019,,62582.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2019,,33777.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2019,,472638,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2019,,130025,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2019,,738.798,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2019,,2591.74,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2019,,875.297,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2019,,735.589,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2019,,5174.26,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Switzerland,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2019,,90916,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Switzerland,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2019,,311961,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2019,,4444.48,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2019,,583.842,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2019,,12187.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2019,,16500.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2019,,1051660,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2019,,196350,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2019,,1391.78,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2019,,27336.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2019,,27919.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2019,,60925.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2019,,5446.78,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2019,,4796.15,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2019,,5293.28,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2019,,11920.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2019,,162297,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2019,,35715.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2019,,5653.12,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2019,,69349.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2019,,13609.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2019,,14744.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2019,,71853.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2019,,168479,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2009,,1246.54,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2009,,1677.05,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2009,,1734.27,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2009,,334.191,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2009,,3503.27,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2009,,87083.1,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2009,,115856,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2009,,1901.14,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2009,,113007,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2009,,46651.4,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2009,,13826.5,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2009,,44178.6,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2009,,176241,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2009,,7198.23,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2009,,36541.9,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2009,,26071.8,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2009,,473365,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2009,,114592,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2009,,248.718,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2009,,2267.15,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2009,,174.628,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2009,,6662.17,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2009,,201.448,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2009,,35869.9,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2009,,29603.4,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2009,,132196,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2009,,3782.56,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2009,,21697,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2009,,50122,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2009,,8586.47,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2009,,4118.27,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2009,,58142.6,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2009,,15802.3,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2009,,7671.93,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2009,,916.184,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2009,,1132.43,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2009,,2617.8,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2009,,6274.8,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2009,,70604.6,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2009,,4110.06,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2009,,6415.31,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2009,,17252.3,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2009,,3555.43,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,EXPBSNS,Exports by business size,10_49_EMPLOYEE,10-49 employees,MLN_USD,Million US dollars,A,Annual,2009,,5283.53,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2009,,351500,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2009,,82667,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2009,,62601.7,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2009,,2351.61,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2009,,22819.5,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2009,,77685.2,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2009,,104584,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2009,,24738.7,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2009,,11714.1,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,EXPBSNS,Exports by business size,50_249_EMPLOYEE,50-249 employees,MLN_USD,Million US dollars,A,Annual,2009,,13633.7,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,EXPBSNS,Exports by business size,0_9_EMPLOYEE,0-9 employees,MLN_USD,Million US dollars,A,Annual,2009,,18065.2,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,EXPBSNS,Exports by business size,ALLSIZE,All sizes,MLN_USD,Million US dollars,A,Annual,2009,,9014.96,,E,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,EXPBSNS,Exports by business size,250MORE_EMPLOYEE,250 or more employees,MLN_USD,Million US dollars,A,Annual,2008,,15281.2,,E,,,,,,,
